llm_model,temperature,system_prompt,user_prompt,score
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 7,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 8,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 9,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 10,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 11,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 12,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 13,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 14,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 15,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 16,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 17,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 18,3
openai/gpt-4-0613,0,aigenerated_13.txt,GENERATE_IMAGE.txt - 19,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 0,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 1,0
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 2,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 3,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 4,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 5,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 6,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 7,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 8,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 9,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 10,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 11,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 12,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 13,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 14,2
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 15,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 16,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 17,2
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 18,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CALENDAR_EVENTS.txt - 19,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 0,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 1,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 2,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 3,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 4,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 5,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 6,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 7,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 8,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 9,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 10,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 11,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 12,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 13,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 14,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 15,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 16,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 17,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 18,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_DATE_AND_TIME.txt - 19,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 0,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 1,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 2,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 3,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 4,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 5,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 6,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 7,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 8,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 9,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 10,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 11,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 12,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 13,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 14,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 15,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 16,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 17,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 18,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_CURRENT_STOCK_PRICE.txt - 19,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 0,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 1,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 2,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 3,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 4,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 5,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 6,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 7,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 8,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 9,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 10,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 11,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 12,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 13,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 14,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 15,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 16,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 17,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 18,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_NEWS.txt - 19,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 0,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 1,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 2,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 3,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 4,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 5,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 6,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 7,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 8,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 9,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 10,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 11,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 12,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 13,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 14,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 15,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 16,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 17,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 18,3
openai/gpt-4-0613,0,aigenerated_13.txt,GET_WEATHER.txt - 19,3
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 0,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 1,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 2,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 3,3
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 4,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 5,3
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 6,3
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 7,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 8,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 9,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 10,3
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 11,3
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 12,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 13,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 14,3
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 15,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 16,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 17,2
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 18,3
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 19,0
openai/gpt-4-0613,0,aigenerated_13.txt,NOT_AVAILABLE.txt - 20,0
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 0,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 1,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 2,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 3,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 4,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 5,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 6,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 7,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 8,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 9,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 10,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 11,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 12,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 13,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 14,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 15,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 16,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 17,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 18,3
openai/gpt-4-0613,0,aigenerated_13.txt,SEND_EMAIL.txt - 19,3
