llm_model,temperature,system_prompt,user_prompt,score
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GENERATE_IMAGE.txt - 15,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GENERATE_IMAGE.txt - 16,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GENERATE_IMAGE.txt - 17,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GENERATE_IMAGE.txt - 18,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GENERATE_IMAGE.txt - 19,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 0,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 1,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 2,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 3,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 4,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 5,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 6,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 7,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 8,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 9,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 10,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 11,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 12,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 13,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 14,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 15,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 16,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 17,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 18,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CALENDAR_EVENTS.txt - 19,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 0,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 1,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 2,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 3,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 4,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 5,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 6,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 7,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 8,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 9,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 10,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 11,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 12,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 13,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 14,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 15,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 16,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 17,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 18,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_DATE_AND_TIME.txt - 19,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 0,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 1,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 2,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 3,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 4,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 5,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 6,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 7,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 8,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 9,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 10,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 11,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 12,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 13,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 14,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 15,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 16,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 17,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 18,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_CURRENT_STOCK_PRICE.txt - 19,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 0,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 1,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 2,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 3,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 4,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 5,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 6,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 7,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 8,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 9,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 10,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 11,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 12,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 13,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 14,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 15,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 16,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 17,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 18,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_NEWS.txt - 19,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 0,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 1,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 2,1
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 3,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 4,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 5,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 6,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 7,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 8,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 9,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 10,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 11,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 12,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 13,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 14,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 15,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 16,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 17,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 18,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,GET_WEATHER.txt - 19,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 0,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 1,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 2,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 3,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 4,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 5,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 6,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 7,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 8,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 9,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 10,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 11,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 12,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 13,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 14,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 15,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 16,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 17,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 18,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 19,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 20,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 21,0
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 22,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 23,2
upstage/Llama-2-70b-instruct-v2,0,aigenerated_5.txt,NOT_AVAILABLE.txt - 24,0
