llm_model,temperature,system_prompt,user_prompt,score
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 9,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 10,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 11,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 12,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 13,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 14,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 15,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 16,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 17,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 18,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_CALENDAR_EVENT.txt - 19,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 0,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 1,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 2,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 3,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 4,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 5,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 6,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 7,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 8,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 9,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 10,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 11,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 12,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 13,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 14,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 15,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 16,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 17,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 18,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,CREATE_REMINDER.txt - 19,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 0,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 1,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 2,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 3,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 4,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 5,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 6,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 7,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 8,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 9,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 10,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 11,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 12,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 13,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 14,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 15,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 16,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 17,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 18,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GENERATE_IMAGE.txt - 19,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 0,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 1,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 2,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 3,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 4,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 5,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 6,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 7,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 8,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 9,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 10,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 11,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 12,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 13,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 14,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 15,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 16,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 17,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 18,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CALENDAR_EVENTS.txt - 19,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 0,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 1,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 2,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 3,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 4,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 5,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 6,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 7,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 8,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 9,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 10,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 11,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 12,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 13,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 14,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 15,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 16,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 17,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 18,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_DATE_AND_TIME.txt - 19,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 0,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 1,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 2,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 3,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 4,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 5,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 6,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 7,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 8,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 9,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 10,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 11,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 12,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 13,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 14,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 15,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 16,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 17,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 18,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_CURRENT_STOCK_PRICE.txt - 19,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 0,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 1,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 2,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 3,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 4,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 5,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 6,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 7,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 8,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 9,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 10,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 11,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 12,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 13,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 14,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 15,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 16,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 17,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 18,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_NEWS.txt - 19,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 0,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 1,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 2,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 3,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 4,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 5,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 6,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 7,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 8,1
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 9,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 10,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 11,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 12,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 13,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 14,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 15,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 16,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 17,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 18,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,GET_WEATHER.txt - 19,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 0,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 1,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 2,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 3,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 4,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 5,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 6,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 7,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 8,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 9,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 10,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 11,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 12,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 13,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 14,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 15,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 16,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 17,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 18,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 19,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 20,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 21,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 22,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 23,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 24,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 25,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 26,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 27,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 28,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 29,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 30,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 31,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 32,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 33,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 34,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 35,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 36,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 37,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 38,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 39,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 40,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 41,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 42,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 43,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 44,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 45,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 46,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 47,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 48,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 49,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 50,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 51,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 52,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 53,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 54,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 55,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 56,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 57,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 58,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 59,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 60,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 61,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 62,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 63,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 64,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 65,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 66,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 67,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 68,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 69,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 70,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 71,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 72,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 73,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 74,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 75,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 76,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 77,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 78,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 79,3
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 80,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 81,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 82,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 83,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 84,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 85,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 86,0
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 87,2
openai/gpt-4-0613,0,autogptprompt_zeroshot.txt,NOT_AVAILABLE.txt - 88,0
